"SalesID","OrderDate","ProductName","ProductCategory","SubCategory","PackSize","Quantity","UnitPrice","TotalRevenue","Profit","CustomerName","City_Cust","State_Cust","StoreName","City_Store","State_Store","Region","SalesChannel"
"S0463","4/11/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0464","4/12/2024","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0465","4/13/2024","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0466","4/14/2024","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0467","4/15/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0468","4/16/2024","Shankar Paag","Sweets","Sweet","500g","4","220","880","360","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0469","4/17/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0470","4/18/2024","Plain Ladoo","Sweets","Sweet","200g","3","90","270","105","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0471","4/19/2024","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0472","4/20/2024","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0473","4/21/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0474","4/22/2024","Rasgulla","Sweets","Sweet","500g","5","180","900","250","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0475","4/23/2024","Masala Peanuts","Snacks","Spicy","200g","2","110","220","80","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0476","4/24/2024","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0477","4/25/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0478","4/26/2024","Shankar Paag","Sweets","Sweet","500g","1","220","220","90","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0479","4/27/2024","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0480","4/28/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","4","190","760","280","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0481","4/29/2024","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0482","4/30/2024","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0483","5/1/2024","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0484","5/2/2024","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0485","5/3/2024","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0486","5/4/2024","Mathri","Snacks","Spicy","200g","1","70","70","22.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0487","5/5/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0488","5/6/2024","Shankar Paag","Sweets","Sweet","500g","5","220","1,100.00","450","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0489","5/7/2024","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0490","5/8/2024","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0491","5/9/2024","Bikaneri Bhujia","Snacks","Spicy","200g","3","85","255","82.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0492","5/10/2024","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0493","5/11/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0494","5/12/2024","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0495","5/13/2024","Masala Peanuts","Snacks","Spicy","200g","5","110","550","200","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0496","5/14/2024","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0497","5/15/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0498","5/16/2024","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","4","450","1,800.00","740","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0499","5/17/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0500","5/18/2024","Plain Ladoo","Sweets","Sweet","200g","2","90","180","70","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0501","5/19/2024","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0502","5/20/2024","Gulab Jamun","Sweets","Sweet","500g","2","140","280","80","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0503","5/21/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0504","5/22/2024","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0505","5/23/2024","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0506","5/24/2024","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0507","5/25/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0508","5/26/2024","Shankar Paag","Sweets","Sweet","500g","3","220","660","270","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0509","5/27/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0510","5/28/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","4","190","760","280","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0511","5/29/2024","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0512","5/30/2024","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0513","5/31/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0514","6/1/2024","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0515","6/2/2024","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0516","6/3/2024","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0517","6/4/2024","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0518","6/5/2024","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","2","450","900","370","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0519","6/6/2024","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0520","6/7/2024","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0521","6/8/2024","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0522","6/9/2024","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0523","6/10/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0524","6/11/2024","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0525","6/12/2024","Masala Peanuts","Snacks","Spicy","200g","5","110","550","200","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0526","6/13/2024","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0527","6/14/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0528","6/15/2024","Shankar Paag","Sweets","Sweet","500g","1","220","220","90","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0529","6/16/2024","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0530","6/17/2024","Plain Ladoo","Sweets","Sweet","200g","3","90","270","105","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0531","6/18/2024","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0532","6/19/2024","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0533","6/20/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0534","6/21/2024","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0535","6/22/2024","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0536","6/23/2024","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0537","6/24/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0538","6/25/2024","Shankar Paag","Sweets","Sweet","500g","4","220","880","360","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0539","6/26/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0540","6/27/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","2","190","380","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0541","6/28/2024","Bikaneri Bhujia","Snacks","Spicy","200g","3","85","255","82.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0542","6/29/2024","Gulab Jamun","Sweets","Sweet","500g","5","140","700","200","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0543","6/30/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0544","7/1/2024","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0545","7/2/2024","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0546","7/3/2024","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0547","7/4/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0548","7/5/2024","Shankar Paag","Sweets","Sweet","500g","2","220","440","180","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0549","7/6/2024","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0550","7/7/2024","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0601","8/27/2024","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0602","8/28/2024","Gulab Jamun","Sweets","Sweet","500g","3","140","420","120","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0603","8/29/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0604","8/30/2024","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0605","8/31/2024","Masala Peanuts","Snacks","Spicy","200g","2","110","220","80","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0606","9/1/2024","Mathri","Snacks","Spicy","200g","5","70","350","112.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0607","9/2/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0608","9/3/2024","Shankar Paag","Sweets","Sweet","500g","3","220","660","270","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0609","9/4/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0610","9/5/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","5","190","950","350","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0611","9/6/2024","Bikaneri Bhujia","Snacks","Spicy","200g","2","85","170","55","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0612","9/7/2024","Gulab Jamun","Sweets","Sweet","500g","4","140","560","160","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0613","9/8/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0614","9/9/2024","Rasgulla","Sweets","Sweet","500g","2","180","360","100","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0615","9/10/2024","Masala Peanuts","Snacks","Spicy","200g","1","110","110","40","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0616","9/11/2024","Mathri","Snacks","Spicy","200g","3","70","210","67.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0617","9/12/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0618","9/13/2024","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","4","450","1,800.00","740","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0619","9/14/2024","Chana Dal","Snacks","Spicy","200g","3","75","225","60","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0620","9/15/2024","Plain Ladoo","Sweets","Sweet","200g","4","90","360","140","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0621","9/16/2024","Bikaneri Bhujia","Snacks","Spicy","200g","1","85","85","27.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0622","9/17/2024","Gulab Jamun","Sweets","Sweet","500g","5","140","700","200","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0623","9/18/2024","Aloo Bhujia","Snacks","Spicy","200g","2","80","160","50","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0624","9/19/2024","Rasgulla","Sweets","Sweet","500g","3","180","540","150","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0625","9/20/2024","Masala Peanuts","Snacks","Spicy","200g","4","110","440","160","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0626","9/21/2024","Mathri","Snacks","Spicy","200g","2","70","140","45","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0627","9/22/2024","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0628","9/23/2024","Shankar Paag","Sweets","Sweet","500g","5","220","1,100.00","450","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0629","9/24/2024","Chana Dal","Snacks","Spicy","200g","4","75","300","80","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0630","9/25/2024","Plain Ladoo","Sweets","Sweet","200g","2","90","180","70","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0631","9/26/2024","Bikaneri Bhujia","Snacks","Spicy","200g","5","85","425","137.5","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0632","9/27/2024","Gulab Jamun","Sweets","Sweet","500g","1","140","140","40","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0633","9/28/2024","Aloo Bhujia","Snacks","Spicy","200g","3","80","240","75","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0634","9/29/2024","Rasgulla","Sweets","Sweet","500g","4","180","720","200","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0635","9/30/2024","Masala Peanuts","Snacks","Spicy","200g","5","110","550","200","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0636","10/1/2024","Mathri","Snacks","Spicy","200g","1","70","70","22.5","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0637","10/2/2024","Aloo Bhujia","Snacks","Spicy","200g","4","80","320","100","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0638","10/3/2024","Shankar Paag","Sweets","Sweet","Gift Pack (1kg)","3","450","1,350.00","555","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0639","10/4/2024","Chana Dal","Snacks","Spicy","200g","2","75","150","40","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0640","10/5/2024","Plain Ladoo","Sweets","Sweet","Gift Pack (500g)","3","190","570","210","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
"S0641","10/6/2024","Bikaneri Bhujia","Snacks","Spicy","200g","4","85","340","110","Ananya Patel","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","Retail"
"S0642","10/7/2024","Gulab Jamun","Sweets","Sweet","500g","2","140","280","80","Sweet Delight Co","Ahmedabad","Gujarat","Haldiram - SG Highway","Ahmedabad","Gujarat","West","Wholesale"
"S0643","10/8/2024","Aloo Bhujia","Snacks","Spicy","200g","5","80","400","125","Deepak Sharma","Chandigarh","Punjab","Haldiram - Sector 34","Chandigarh","Punjab","North","Retail"
"S0644","10/9/2024","Rasgulla","Sweets","Sweet","500g","1","180","180","50","Neha Verma","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0645","10/10/2024","Masala Peanuts","Snacks","Spicy","200g","3","110","330","120","Arjun Nair","Hyderabad","Telangana","Haldiram - Jubilee Hills","Hyderabad","Telangana","South","Retail"
"S0646","10/11/2024","Mathri","Snacks","Spicy","200g","4","70","280","90","Vikram Joshi","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","E-commerce"
"S0647","10/12/2024","Aloo Bhujia","Snacks","Spicy","200g","1","80","80","25","Pooja Reddy","Bangalore","Karnataka","Haldiram - Koramangala","Bangalore","Karnataka","South","E-commerce"
"S0648","10/13/2024","Shankar Paag","Sweets","Sweet","500g","2","220","440","180","Rajesh Kumar","Delhi","Delhi","Haldiram - Connaught Place","Delhi","Delhi","North","Retail"
"S0649","10/14/2024","Chana Dal","Snacks","Spicy","200g","5","75","375","100","Priya Mehta","Mumbai","Maharashtra","Haldiram - Andheri West","Mumbai","Maharashtra","West","Retail"
"S0650","10/15/2024","Plain Ladoo","Sweets","Sweet","200g","5","90","450","175","Sweets Corner","Kolkata","West Bengal","Haldiram - Park Street","Kolkata","West Bengal","East","Wholesale"
